timestamp,region,country,language,script,suffix,average_representativeness
2026-01-08 03:51:38,SEA,sg,ta,evaluate_model_noCoT.py,_noCoT,0.9412730656750269
2026-01-08 03:52:05,SEA,th,en,evaluate_model_noCoT.py,_noCoT,0.9531638482250675
2026-01-08 03:52:32,SEA,sl,en,evaluate_model_noCoT.py,_noCoT,0.9483912932169068
2026-01-08 03:52:59,SEA,sg,en,evaluate_model_noCoT.py,_noCoT,0.9482191015613076
2026-01-08 03:53:25,SEA,sl,si,evaluate_model_noCoT.py,_noCoT,0.9522265679548519
2026-01-08 03:53:52,SEA,sg,ma,evaluate_model_noCoT.py,_noCoT,0.9502618160628387
2026-01-08 03:54:19,SEA,sl,ta,evaluate_model_noCoT.py,_noCoT,0.9485694067958234
2026-01-08 03:54:47,SEA,ca,km,evaluate_model_noCoT.py,_noCoT,0.9499840641120962
2026-01-08 03:55:14,SEA,ca,en,evaluate_model_noCoT.py,_noCoT,0.9589331049251392
2026-01-08 03:55:41,SEA,id,en,evaluate_model_noCoT.py,_noCoT,0.9586554665978306
2026-01-08 03:56:07,SEA,ms,zh,evaluate_model_noCoT.py,_noCoT,0.9556823845285398
2026-01-08 03:56:34,SEA,ms,en,evaluate_model_noCoT.py,_noCoT,0.9571637889331343
2026-01-08 03:57:01,SEA,ms,ma,evaluate_model_noCoT.py,_noCoT,0.9531609843366349
2026-01-08 03:57:27,SEA,sg,zh,evaluate_model_noCoT.py,_noCoT,0.9464681546925249
2026-01-08 03:57:55,SEA,th,th,evaluate_model_noCoT.py,_noCoT,0.9552936833035599
2026-01-08 03:58:22,SEA,id,id,evaluate_model_noCoT.py,_noCoT,0.9578812969820346
2026-01-08 03:58:46,EA,ko,ko,evaluate_model_noCoT.py,_noCoT,0.9509539179980802
2026-01-08 03:59:10,EA,vi,vi,evaluate_model_noCoT.py,_noCoT,0.9470736563805668
2026-01-08 03:59:34,EA,hk,en,evaluate_model_noCoT.py,_noCoT,0.9541722828207664
2026-01-08 03:59:58,EA,tw,zh,evaluate_model_noCoT.py,_noCoT,0.9546149062929027
2026-01-08 04:00:22,EA,tw,en,evaluate_model_noCoT.py,_noCoT,0.9514027075290952
2026-01-08 04:00:46,EA,hk,zh,evaluate_model_noCoT.py,_noCoT,0.9562368047345835
2026-01-08 04:01:09,EA,jp,en,evaluate_model_noCoT.py,_noCoT,0.9552606138287327
2026-01-08 04:01:33,EA,jp,ja,evaluate_model_noCoT.py,_noCoT,0.9569694828640912
2026-01-08 04:01:57,EA,vi,en,evaluate_model_noCoT.py,_noCoT,0.9451411060511896
2026-01-08 04:02:21,EA,ko,en,evaluate_model_noCoT.py,_noCoT,0.9486181233605562
2026-01-08 04:03:03,IND,ind,en,evaluate_model_noCoT.py,_noCoT,0.9471857741123959
2026-01-08 04:03:45,IND,ind,hi,evaluate_model_noCoT.py,_noCoT,0.941493327590248
